file_name,text,Category,fold
27242,acquire syndrome human virus infection nevada summarize information three set epidemiologic data nevada aid acquire syndrome surveillance system contain information every case identify within state boundary september human virus hiv seroprevalence report system currently include data hivpositive report submit statewide public health authority survey knowledge attitude behavior nevadan concern hivrelated disease nevada state aid task force outline major policy recommendation nearly half concern test deal prevent hiv transmission greater effort education particularly direct toward group greatest risk exposure hiv improve communitybased care infect person,Immunologic Diseases,3
751,aspiration transient synovitis hip review child transient synovitis hip aspiration effusion local anaesthesia ultrasound guidance significant complication aspiration useful diagnosis give considerable symptomatic relief discus role ultrasound diagnosis treatment,Musculoskeletal Diseases,4
103,effect recombinant human factor administration lymphocyte subset patient refractory aplastic anemia human recombinant factor rhgmcsf administer patient refractory aplastic anemia effect rhgmcsf therapy lymphocyte phenotype proliferative response mitogen candida albicans tetanus toxoid antigen natural killer activity circulate lymphocyte study sample collect baseline twice rhgmcsf administration absolute number circulate lymphocyte remain relatively constant first period experience significant increase less second period increase prominent cell less cell less also increase detail investigation lymphocyte subset show increase marker cd38 leu17 hladr transferrin receptor throughout treatment course give evidence lymphoid cell activation cell activity suppress less throughout treatment however proliferative response candida antigen tetanus toxoid unaffected although mechanism yet define gmcsf induce activation increase absolute lymphoid cell number especially cell together decrease cytotoxicity implication immune cell change relation host resistance microorganism remain establish,Hemic and Lymphatic Diseases,0
22712,saphenous nerve entrapment cause pe anserine bursitis mimic stress fracture tibia numerous study address saphenous nerve entrapment level adductor canal case report entrapment syndrome locate distally occur part athletic overuse injury distal tibial pain initially manage stress fracture resolve pe anserine bursitis treat associate return saphenous nerve potential along tibia,Musculoskeletal Diseases,1
46749,prolong hemorrhagic shock impair regeneration plasma coagulant mass rabbit background method twelve adult male albino rabbit assign alternately normotensive hypotensive group assess effect hypovolemic shock spontaneous correction dilutional coagulopathy animal undergo dilutional exchange transfusion rabbit rbc human albumin half animal acutely hemorrhage subsequent aliquot blood remove need maintain mean arterial pressure result production dilutional coagulopathy mass plasma concentration fibrinogen factor increase modestly significantly factor vii mass concentration vitro coagulation return almost normal plasma volume unchanged normotensive animal hypovolemic shock animal coagulant mass regeneration rapid normotensive animal double total plasma volume less prevent concentration fibrinogen factor hence coagulation time improve conclusion dilutional coagulopathy correct spontaneously within hour normovolemic shock prolong dilutional coagulopathy impairment factor regeneration internal dilution due plasma expansion rapid correction dilutional coagulopathy likely necessitate cryoprecipitate administration,Hemic and Lymphatic Diseases,2
9147,eosinophilic granuloma cervical spine case report review literature report case eosinophilic granuloma involve second cervical vertebra yearold woman case report literature describe eosinophilic granuloma present cervical spine disease due intimate relation central nervous system opportunity neurological sequela neurosurgical intervention common cervical eosinophilic granuloma report brief history eosinophilic granuloma review case history literature cervical spine involvement summarize therapeutic option describe recommend protocol management outline,Musculoskeletal Diseases,3
48168,cryoglobulin cold agglutinin erythroid stem cell suppressant property yearold woman present profound anemia hematocrit clump red cell test tube peripheral blood smear also mark decrease erythroid precursor bone marrow peripheral blood igm kappa monoclonal gammopathy find low concentration approximately serum cold agglutinin titer however cold agglutinin titer supernatant cryoglobulin precipitation redissolving cryoglobulin supernatant result cold agglutinin titer moreover addition patient whole serum inhibit erythroid colony formation culture inhibition remove cryoglobulin patient give steroid therapy respond reticulocytosis elevation hematocrit month cold agglutinin titer fall remain well year later whereas report cold agglutinin rare case unique previous report cold active protein also erythroid stem cellsuppressant property,Hemic and Lymphatic Diseases,4
2914,social integration older thalassaemic patient social policy favour fullest possible social integration chronically ill patient evaluate facility need achieve patient beta thalassaemia major light therapeutic advance permit survive adulthood investigate social integration adolescent young adult thalassaemic patient greece ferrara italy patient area show good level social integration favourable self image indicate may achieve provide psychosocial support part comprehensive approach treatment,Hemic and Lymphatic Diseases,0
47985,staphylococcal lysis mhc class negative target cell cytolytic lymphocyte enterotoxin staphylococcus aureus extremely potent activator human mouse lymphocyte general cell response mhc class dependent presumably reflect ability bind directly mhc class molecule restrict respond cell express certain cell receptor betachain variable tcr beta domain recently demonstrate cd8 ctl express appropriate tcr beta could recognize present mhc class iibearing target cell show mhc class expression strictly require cell recognition human mouse mhc class negative target cell could recognize lysed sedependent fashion cd8 mouse ctl clone polyclonal population provide ctl express appropriate tcr beta element sedependent lysis mhc class negative target ctl inhibit mab direct cd3 lfa suggest recognition tcr cell contact dependent furthermore different recognize preferentially ctl mhc class mhc class target take together data raise possibility bind structure distinct mhc class molecule may exist,Immunologic Diseases,1
21286,sagittal plane laxity follow knee arthroplasty measure sagittal laxity knee replacement least six month surgery use arthrometer unconstrained prosthesis oxford meniscal knee anteroposterior stability normal joint know intact cruciate ligament increase laxity lack anterior cruciate ligament knee intact anterior cruciate ligament sagittal laxity increase time,Musculoskeletal Diseases,2
21345,rehabilitation patient asthma outpatient set although traditional rehabilitation medicine approach necessary patient severe asthma principle rehabilitation describe article useful almost patient principle perhaps useful early patient course set appropriate expectation important minimize restriction disease treatment patient develop restriction prompt institution rehabilitation essential prevent significant disability avoid even reverse rehabilitation institute progress rehabilitation goal monitor visit physician communication appropriate health care professional establish readjust therapy physician interest process rehabilitation stimulate motivation patient,Immunologic Diseases,3
2202,incubation platelet concentrate transfusion improve posttransfusion recovery incubation store platelet concentrate pc degree hour report result better morphology score improve platelet recovery study conduct adult patient leukemia determine whether incubation store pc result improve platelet recovery measure minute posttransfusion correct count increment cci eligible patient platelet count less per microl clinically stable patient transfuse unit store day study day study platelet pool split two equal volume patient receive two sequential one incubate degree hour keep degree hour patient randomize halftransfusion receive first mean cci incubate give first give second significantly different mean cci nonincubated give first give second contrast earlier report conclude incubation pool pc improve platelet recovery,Hemic and Lymphatic Diseases,4
21974,methacholine challenge management young child methacholine bronchial challenge mbcs use important diagnostic management tool physician treat child chronic asthma despite child less year age present significant diagnostic management question easily answer inability perform standard spirometry thus methacholine bronchial challenge present study design evaluate methacholine bronchial challenge small child year age diagnosis suspect diagnosis asthma utilize new method evaluate airflow small child sound analysis computer digitize airway cdap child study age year suspect asthma could perform pulmonary function test control group consist subject age year age history chronic cough andor wheeze could perform pulmonary function test also study patient age mbc positive challenge fall fev1 greater percent change sound intensity level baseline range baseline greater change mean intensity level concentration methacholine produce fall fev1 eleven patient one individual negative mbc change pulmonary function methacholine essentially change sound intensity level baseline,Immunologic Diseases,0
33201,autosomal dominant arthropathy french family study french family adult member destructive arthropathy enthesopathic change patient diagnosis verify radiologically patient clinical history consistent familial arthropathy disease predominantly affect wrist finger shoulder peripheral entheses onset occur age genetic transmission autosomal dominant penetrance relate hla system clinical radiologic feature strikingly similar patient successive generation different branch genealogic tree suggest monogenic transmission,Musculoskeletal Diseases,1
45702,image normal abnormal clivus retrospectively review t1weighted sagittal image t2weighted sagittal image scan normal adult determine appearance normal adult clivus image patient abnormal clivus tumor invasion two marrow reconversion also evaluate retrospectively compare control group assess feature distinguish two group study reveal normal adult clivus consist low highintensity portion mix various proportion t1weighted image lowintensity portion isointense hyperintense relative pons always contain focus bright signal intensity lowintensity tumor pathologic clivus tend hypointense relative pons completely devoid focus bright signal intensity normal adult clivus approximately isointense relative pons t2weighted image clival tumor grossly hyperintense relative pons t2weighted image patient remain six patient either portion entire lesion isointense relative pons therefore detectable t2weighted image normal adult clivus enhance degree clival tumor find enhance intensely clivus low signal intensity signal void t2weighted image always abnormal clivus marrow reconversion uniformly hypointense relative pons t1weighted image isointense relative normal marrow t2weighted image intensity pattern normal clivus t2weighted image change predictably advance age intensity pattern abnormal clivi differ normal clivi contrast material use normal abnormal clivi generally show different pattern enhancement,Musculoskeletal Diseases,2
40173,compute tomography postoperative intervertebral disc lumbar spinal canal serial longterm investigation patient successful operation lumbar disc herniation first part work publish include patient compute tomographic scan without contrast enhancement plain xrays lumbar spine week week successful operation lumbar disc herniation present study extend followup period year original patient clinical examination lateral plain xrays scan without contrast enhancement operate disc repeat result indicate decrease even disappearance hyperdense extradural material think represent fibrosis image suggestive persistent disc herniation still present patient find early postoperative scan persistent intradiscal gas see nearly half patient total normalization posterior extraspinal structure rule correlation appearance residual complaint patient scan without contrast enhancement may sufficient guide surgeon postoperative patient massive sign symptom recurrent root compression second operation indicate clinical ground case myelography follow scan consider appropriate investigate fail back surgery syndrome,Musculoskeletal Diseases,3
14029,plasma histamine epinephrine cortisol leukocyte betaadrenergic receptor nocturnal asthma plasma histamine cortisol epinephrine cyclic adenosine monophosphate camp leukocyte betaadrenergic receptor measure asthmatic patient without nocturnal asthma compare normal subject twofold higher plasma histamine concentration observe compare group change plasma cortisol epinephrine camp concentration compare patient nocturnal asthma significant decrease less mononuclear leukocyte betaadrenergic receptor density difference bind affinity three group leukocyte patient nocturnal asthma significantly impair response isoproterenol sem increase camp less compare patient without nocturnal asthma normal subject significant change betaadrenergic receptor density function occur night patient nocturnal asthma,Immunologic Diseases,4
28242,cholestasis patient acquire immune deficiency syndrome comparison finding cholestasis patient acquire immune deficiency syndrome systematically investigate ultrasonography endoscopic retrograde two procedure find complementary show similar result case ultrasonography superior detect common bile duct wall thicken whereas endoscopic retrograde cholangiography superior demonstrate intrahepatic narrow biliary tract,Immunologic Diseases,0
16775,acute lupus hemophagocytic syndrome publish erratum appear ann intern med jun objective characterize unusual mode presentation systemic lupus erythematosus acute severe pancytopenia relate reactive design retrospective case series set two general community hospital hong kong patient six patient present reactive hemophagocytic syndrome identify year period diagnose systemic lupus erythematosus accord criterion american rheumatism association result addition severe pancytopenia marrow characteristic feature fever high antinuclear antibody titer cutaneous visceral vasculitis evidence underlie infection pancytopenia respond dramatically treatment steroid conclusion recognition acute lupus hemophagocytic syndrome distinction hemophagocytic syndrome important respond well steroid therapy evaluation patient present hemophagocytic syndrome include serologic test systemic lupus erythematosus,Hemic and Lymphatic Diseases,1
23763,histochemical demonstration nucleotidase activity inflammatory muscle disease use histochemical method nucleotidase activity investigate muscle biopsy specimen include specimen eight patient muscular dystrophy nonspecific type fiber atrophy polymyositis histologically normal control interstitial reaction nucleotidase associate inflammatory infiltrate positive case case polymyositis show extensive interstitial reaction surround myofibers extend well away area infiltrate inflammatory cell extensive nature reaction make nucleotidase activity useful adjuvant diagnosis inflammatory muscle disease,Musculoskeletal Diseases,2
14060,granulocytic sarcoma granulocytic sarcoma variant presentation acute myeloblastic leukemia occur extramedullary location uncommon may occur site age necessitate inclusion differential diagnosis tumor histology touchimprint cytology cytochemistry electron microscopy molecular study contribute diagnosis,Immunologic Diseases,3
28028,trabecular structure preliminary application interferometry new approach probe structure trabecular bone vertebral body human evaluate preliminary data present propose method base hypothesis presence two physical phasesbone bone marrowcauses magnetic field distribution across image voxel result spread resonance frequency produce line broaden measure decay rate region interest signal intensity property interferogram interferogram result two principal chemically shift component bone marrowfat watergetting phase one another attenuate process magnetic field distribution within measure volume time constant decay obtain mean curvefitting technique healthy person find increase slightly age however patient osteoporosis low bone mineral density andor spine compression fracture significantly prolong value interpret arise increase intertrabecular space,Musculoskeletal Diseases,4
5137,indirect lower extremity mean microvascular freemuscle flapa preliminary report describe treatment patient endstage peripheral vascular disease ischemic ulceration lower extremity obliteration distal arterial bed preclude conventional arterial reconstruction nonhealing dorsal foot ulcer debrided soft tissue reconstruction accomplish free microsurgical transfer muscle flap distal lower extremity arterial inflow free flap provide contralateral reverse saphenous vein graft proximal arterial tree leg procedure result heal wind stable coverage limb salvage patient also note complete relief rest pain improvement claudication symptom followup arteriogram do month surgery contrast injection directly artery flap show new blood vessel growth muscle flap foot anastomose new vessel patient native circulation experience suggest limb salvage may possible free microvascular transplantation muscle flap onto limb select patient whose limb deem,Musculoskeletal Diseases,0
44263,vascularise fibular graft congenital pseudarthrosis tibia longterm result five child congenital pseudarthrosis tibia treat free vascularise fibular graft follow skeletal maturity ipsilateral fibula use four case contralateral fibula one case achieve bone union leg length discrepancy atrophy foot ankle stiffness frequent complication due perhaps many previous operation vascularise fibular graft might achieve better result do primary procedure,Musculoskeletal Diseases,1
6402,disseminate intravascular coagulation due intravenous administration hetastarch disseminate intravascular coagulation occur patient intravenous administration hetastarch onset acute within hour exposure agent course fulminate patient die hour clinical hematologic pathologic feature present possible mechanism discus view experience document effect hetastarch coagulation use hetastarch avoid patient history coagulation disorder patient receive agent closely monitor appropriate coagulation test,Hemic and Lymphatic Diseases,2
17591,intestinal permeability patient chronic without arthralgia evaluate clinical response oligoallergenic dietary treatment intestinal absorption protein antigen cow milk blg patient chronic syndrome also suffer joint symptom sixteen patient arthralgia respond diet mark reduction symptom others respond ten one arthralgia increase permeability blg oral administration cow milk four high titer igg blg show highest absorption blg group arthralgia show higher blg level without arthralgia case specific ige cow milk absent data suggest symptom subgroup patient chronic urticaria especially patient joint complaint subside diet relate excess intestinal permeability measurement gut permeability food protein may useful define may benefit dietary restriction,Musculoskeletal Diseases,3
20432,hematologic aspect mastocytosis management hematologic disorder association systemic mast cell disease individual systemic mast cell disease smcd may develop various hematologic abnormality include cytopenia myelodysplastic syndrome syndrome primary secondary leukemia management patient often complicate associate hematologic abnormality case nonmalignant hematologic syndrome approach management supportive present overt malignancy manage traditional chemotherapy presence leukemia patient mast cell disease usually indicate grave prognosis,Hemic and Lymphatic Diseases,4
33504,spectrin rouen beta novel shorten betachain variant kindred hereditary elliptocytosis molecular defect exon skip due splice site mutation molecular defect responsible shorten betaspectrin chain variant spectrin rouen identify analysis cdna genomic dna affect individual amplification polymerase chain reaction peripheral blood reticulocyte rna transcribe cdna amplify use primer correspond end betaspectrin cdna agarose gel electrophoresis cdna amplification product affect individual reveal expect band well shorten band nucleotide sequence shorten cdna amplification product reveal sequence correspond penultimate exon betaspectrin gene exon absent result confirm hybridization southern blot amplification product label probe specific exon nucleotide sequence probands amplify genomic dna correspond region betaspectrin gene reveal mutation donor consensus splice site intron downstream exon tgggtgagt tgggttagt one allele postulate mutation lead splice skip exon thus produce shorten betaspectrin chain knowledge first document example exon skip cause shorten betaspectrin chain case hereditary elliptocytosis exon skip result loss amino acid exon create frameshift synthesis novel amino acid prior premature chain termination residue upstream normal carboxy terminus betaspectrin chain give mutant betaspectrin chain amino acid shorter normal chain,Hemic and Lymphatic Diseases,0
7076,maternal genomic neutrophil fcriii deficiency lead neonatal isoimmune neutropenia healthy mother child transient immune neutropenia find nanull mother neutrophil react antina1 antina2 antibody polyclonal human alloantibody mouse monoclonal antibody healthy donor discover routine neutrophil antigen type whose neutrophil also nanull naphenotype due absence fcriii cd16 antigen neutrophil demonstrate antifcriii monoclonal antibody neutrophil two individual able bind dimeric immunoglobulin however cell normal expression pilinked membrane glycoprotein cd24 cd67 clb gran antigen rule existence pilinkage defect paroxysmal nocturnal hemoglobinuria mother propsitus isoantibody blood without allospecificity apparently produce pregnancy responsible neutropenia child expression fcriii natural killer lymphocyte individual normal fcriii encode two separate gene one fcriii receptor another fcriii natural killer cell receptor messenger rna dna analysis fcriiicdna probe restriction endonuclease deficiency appear due deletion fcriii gene individual fcriii gene normally present parent propositus find heterozygous defect thus fcriii gene deficiency mother may cause isoimmune neutropenia newborn whether deficiency may clinical consequence study,Hemic and Lymphatic Diseases,1
44590,recognition chromosome truncation site associate human telomerase telomere define end chromosome consist short tandemly repeat dna sequence loosely conserve eukaryote g1ta telomerase vitro recognize singlestranded grich telomere primer add multiple telomeric repeat end use template rna moiety conjunction component telomerase may balance loss telomeric repeat due dna replication another role telomerase may novo formation telomere eukaryote like tetrahymena process integral part formation macronuclear chromosome eukaryote process stabilize break chromosome case human cause truncation chromosome heal addition telomeric repeat ttagggn use vitro assay show human telomerase correctly recognize chromosome breakpoint sequence add ttagggn repeat dna sequence requirement minimal seem define two mode dna recognition telomerase,Hemic and Lymphatic Diseases,2
10795,delay anterior decompression patient spinal cord cauda equina injury thoracolumbar spine fortynine patient complete incomplete injury spinal cord cauda equina undergo anterior decompression minimum month injury examine followup month year postoperative neurologic improvement occur patient incomplete injury surgery perform less year injury neurologic improvement occur improvement frankel grade bladder function improve patient operate less year injury improvement occur conus medullaris decompression result improvement improvement pattern pain decompression patient preoperative spasticity improve worse surgery,Musculoskeletal Diseases,3
26926,protein new indicator inflammatory activity patient juvenile rheumatoid arthritis major granulocyte monocyte protein kda release leukocyte activation detect plasma use enzyme immunoassay study erythrocyte sedimentation rate esr creactive protein crp orosomucoid haptoglobin analyze patient juvenile rheumatoid arthritis pauci poly systemic esr acute phase protein find positive correlation clinical joint assessment strongest correlation high correlation coefficient find orosomucoid esr haptoglobin crp less correlation,Immunologic Diseases,4
40155,natural history myopathy determine natural history myopathy mmm study patient find disorder year ago four patient improve muscle strength since original assessment one patient deteriorate clinical pathological feature distinguish last patient others conclude therefore patient mmm may expect improve time pas unknown reason minority may deteriorate information helpful clinician prognostic advice new patient,Musculoskeletal Diseases,0
11073,tire weak need rest fatigue among general practice attender objectivesto determine prevalence association symptom fatigue survey settinglondon general practice participant general practice attender main outcome measuresscores fatigue questionnaire reason give fatigue result men woman substantial fatigue one month age occupation marital status exert minor effect subject attribute fatigue equally physical nonphysical cause physical ill health include viral infection associate severe fatigue woman rather men blame family fatigue profile persistent fatigue differ short duration one person meet criterion chronic fatigue syndrome common complaint among general practice attender severe patient may attribute physical psychological social stress,Musculoskeletal Diseases,1
2209,autoimmune hemolytic anemia kawasaki disease case report yearold boy present fever conjunctivitis rash lymphadenopathy diagnostic kawasaki disease treatment antibiotic aspirin intravenous immunoglobulin institute hematocrit decrease percent admission percent hospital day white cell count increase per microl patient blood smear direct antiglobulin test demonstrate igg complement red cell rbc surface acid eluate react titer panel cell antiglobulin phase intravenous immunoglobulin lot use treatment contain antibody react patient group rbc panel group rbc contain igg antia titer patient receive transfusion give direct antiglobulin test acid eluate negative day later patient uneventful recovery distinction hemolytic anemia autoimmune hemolytic anemia important treatment disease,Hemic and Lymphatic Diseases,2
35784,agranulocytosis associate enalapril yearold patient develop agranulocytosis follow six month enalapril mgd patient also receive verapamil three year upon discontinuation drug white blood cell count rapidly restore case agranulocytosis due enzyme inhibitor mainly captopril previously describe could however find single case associate verapamil long exposure patient verapamil support assumption lifethreatening complication might cause enalapril,Hemic and Lymphatic Diseases,3
48382,monoclonal antit cell t12 antibody treatment graftversushost disease severe combine target antibody activation complement cd8 cytotoxic cell surface report monthold male child severe combine receive unirradiated blood transfusion develop acute severe graftversushost disease gvhd receive monoclonal antit cell antit12 antibody treatment gvhd manifest confluent maculopapular rash increase liver function test document skin biopsy separation peripheral blood mononuclear cell form rosette sheep red blood cell reveal engraft cell nonrelated hla type blood donor patient treat intravenous monoclonal antit12 dose mgkgday day vivo effect antit12 suggest clinical improvement skin rash return liver transaminase normal range moreover human complement component activate detect fluorescence microscopy surface engraft cd8 lymphocyte skin biopsy specimen also biotinavadin assay presence antit12 detect cell study document vivo target monoclonal antit12 antibody cytotoxic cell produce gvhd also activation complement cell,Immunologic Diseases,4
36651,home treatment subcutaneous gammaglobulin rapid infusion intramuscular intravenous gammaglobulin treatment often associate systemic adverse reaction patient subcutaneous infusion gammaglobulin usually give slow rate assess safety home treatment subcutaneous gammaglobulin rapid infusion mlh give small portable pump use treat twentyfive patient fifteen patient previously adverse reaction intramuscular intravenous gammaglobulin treatment patient teach use pump month treatment hospital initially receive intramuscular gammaglobulin preparationkg per week go use pump home work far patient give rapid subcutaneous infusion home therapy median preinfusion serum igg concentration result month treatment mild systemic adverse reaction fewer reaction subcutaneous gammaglobulin previously give intramuscular injection less intravenous infusion less group patient overall patient spend day year hospital due respiratory tract infection finding show method subcutaneous administration easy learn appreciate patient moreover infusion give much faster previously report without pronounce local reaction,Hemic and Lymphatic Diseases,0
24096,combine singleblind doubleblind study determine reproducibility reaction aspartame aspartame omethyl ester compose phenylalanine aspartic acid final approval sweetener number report adverse reaction aspartame appear literature explore pathogenesis reaction initiate study july identify subject reaction aspartame blind challenge procedure study close month time advertise local newspaper work closely local community allergist dermatologist attempt recruit subject reaction aspartame total selfreferrals physician referral screen referral evaluate clinic evaluation patient undergo single doubleblind challenge aspartame subject clearly reproducible adverse reaction aspartame identify summary find difficult recruit study subject history reaction aspartame subject believe allergic aspartame reproducible reaction,Immunologic Diseases,1
5385,molecular defect band protein southeast asian ovalocytosis background southeast asian ovalocytosis form hereditary elliptocytosis red cell rigid resistant malaria invasion underlie molecular defect unknown method result study red cell patient ovalocytosis normal control find ovalocytes contain structurally functionally abnormal band protein principal transmembrane protein red cell structural lesion ovalocyte band reveal limit proteolytic cleavage protein produce fragment abnormal size derive cytoplasmic domain protein structural lesion present subject ovalocytosis none control region band serve principal bind site membrane skeleton submembrane protein network compose ankyrin spectrin actin protein structural defect dominantly inherit tightly link inheritance ovalocytosis probability linkage excess million ovalocyte band bind considerably tightly normal band ankyrin connect membrane skeleton band protein tight bind ovalocyte band underlie skeleton contain ankyrin directly confirm intact cell find ovalocyte band markedly reduce lateral mobility membrane conclusion red cell southeast asian ovalocytosis carry structurally functionally abnormal band protein molecular defect may underlie increase rigidity red cell resistance invasion malaria parasite,Hemic and Lymphatic Diseases,2
39362,new mechanism mechanism lack gastric acid cause investigate seven patient pernicious anaemia perfusion gastric juice fast patient adjust stomach conscious rat cause significant rise plasma gastrin median range pmoll pmoll less whereas perfusion bicarbonate buffer pmoll pmoll gastric juice duodenal ulcer patient also pmoll pmoll significant effect gastric lavage median plasma gastrin concentration pernicious anaemia patient fell pmoll pmoll less,Hemic and Lymphatic Diseases,3
33184,antibody induce carbamazepine patient severe serum sickness antibody detect patient clinical sign serum sickness induce carbamazepine skin rash fever oedema lymphadenopathy classic sign severe adverse reaction although immunological think contributory factor presence antibody previously report knowledge,Immunologic Diseases,4
7481,rotator cuff lesion signal pattern image signal intensity pattern rotator cuff lesion magnetic resonance image evaluate patient surgical correlation asymptomatic individual shoulder six cadaver shoulder examine histologic correlation obtain four study perform flexible circular surface coil accuracy image detection fullthickness cuff tear patient partial thickness tear patient common accurate pattern fullthickness cuff tear tear region intense signal see t2weighted image less often tear region consist extremely degenerate attenuate tendon moderate signal intensity obscure scar intense signal pattern t2weighted image also accurate although less common find seven case diagnosis partial tear tendinitis recognize focal diffuse region increase signal intensity nonhomogeneous pattern increase signal often associate tendinous enlargement patient manifestation bursitis present tendon degeneration also manifest region increase signal intensity similarity overlap signal pattern partial interstitial tear tendinitis tendon degeneration observe,Musculoskeletal Diseases,0
43385,angiolymphoid hyperplasia eosinophilia hand case report angiolymphoid hyperplasia eosinophilia uncommon benign vascular neoplasm manifest multiple solitary subcutaneous nodule usually head young adult angiolymphoid hyperplasia eosinophilia characterize microscopically mark proliferation large endothelial cell mix inflammatory infiltrate consist lymphocyte histiocyte eosinophil benign skin disorder may resemble angiosarcoma clinically histologically wish report patient angiolymphoid hyperplasia eosinophilia palm hand discus therapeutic recommendation,Hemic and Lymphatic Diseases,1
45190,asthma primary care patient challenge controversy asthma vary intensity patient must treat individual formula apply often difficult person treat firsttime patient whose clinical course unknown whose response medication totally untested although exacerbate substance avoid whenever possible medication unfortunately still need asthmatic patient present choice initial medication subject individual physician preference beta adrenergic agonist cromolyn sodium intal theophylline aerosol corticosteroid acceptable firstline treatment addition second third fourth medication depend individual response physician choice patient asthma need educate regard nature disease almost total equally important frequent review medication willingness alter regimen situation require,Immunologic Diseases,2
45818,lack increase bleed liver biopsy patient mild hemostatic abnormality prophylactic transfusion fresh freeze plasma platelet sometimes give patient mild elevation prothrombin time partial thromboplastin time ptt mild percutaneous liver biopsy determine whether pt ptts time midrange normal level platelet count associate increase bleed complication hospital record patient undergo percutaneous liver biopsy consecutive month review complete information available inpatient procedure standard fine needle overall frequency bleed complication patient platelet count greater equal significant difference patient mild hemostatic abnormality patient normal parameter data suggest prophylactic transfusion may necessary one factor highly associate bleed complication patient diagnosis malignancy compare among patient less patient monitor closely biopsy,Hemic and Lymphatic Diseases,3
15477,abnormality airway smooth muscle fatal asthma comparison trachea bronchus tracheal smooth muscle seven case fatal asthma demonstrate increase contractile response histamine acetylcholine electrical stimulation intrinsic cholinergic nerve impair relaxation isoproterenol possibly theophylline also evident fourth generation bronchial spiral patient also study result compare trachea normal bronchus contrast trachea contractile response asthmatic bronchus acetylcholine histamine cholinergic nerve stimulation similar control bronchus potency isoprenaline ic50 reduce fold less similar trachea fold whereas theophylline response normal discrepant result obtain may reflect difference disease process include rat postmortem change two anatomic sit,Immunologic Diseases,4
13555,fibrinolysis coagulation abnormality complicate highdose interleukin immunotherapy highdose interleukin immunotherapy cause hypotension respiratory distress interstitial edema similar endotoxic shock observe direct effect coagulation factor vitro observe alter coagulant property vascular endothelium accordingly investigate possibility infusion initiate plasma fibrinolysis disseminate intravascular coagulation dic study clinical course platelet count coagulation profile response infusion seven patient two metastatic melanoma five metastatic renal cell carcinoma every patient experience hemodynamic instability one patient suffer unusual complication mesenteric thrombosis patient appreciable change prothrombin time partial thromboplastin time factor viii decline two patient observe four patient examine find decrease titer hageman factor factor xii high molecular weight kininogen prekallikrein plasma thromboplastin antecedent consume reaction intrinsic pathway thrombin formation circulate ddimer fragment find plasma every patient point infusion cycle observe decrease titer plasminogen four patient mention suggest infusion initiate fibrinolysis take together clot factor derangement relate toxicity phenomenon cannot ascribe firmly dic activation intrinsic contact system coagulation however may provide one link vascular endothelial surface alteration cause infusion development systemic toxicity resemble septic shock,Hemic and Lymphatic Diseases,0
18298,comparison performance pulse oximeter condition poor perfusion performance pulse oximeter finger probe evaluate comparison reading directly measure arterial blood oxygen saturation sample take patient undergo cardiac surgery hypothermic cardiopulmonary bypass poor peripheral perfusion mean difference bias accuracy standard deviation precision dropout rate pulse oximeter determine overall rank performance pulse oximeter calculate use five criterion accuracy precision number reading within standard percentage reading give within standard expect overread limit case two pulse oximeter achieve combination accuracy precision measurement would expect within cooximeter value two also lowest dropout rate,Hemic and Lymphatic Diseases,1
41663,immune purpura intravenous immunoglobulin observation rapid increase platelet count result administration intravenous immunoglobulin ivig patient immune purpura itp follow clinical study confirm efficacy new treatment alternative itp simultaneously new sensitive assay use monoclonal antibody platelet glycoprotein show chronic itp adult child often autoimmune disorder seem immediate longterm effect ivig itp may explain mechanism action immunoglobulin substitution mode action ivig could correspond interference receptor phagocyte result antiidiotypic antibody ivig may induce secondary change complex immunologic network effect basis use ivig treatment patient immunerelated disorder new aspect regard definition treatment itp possible mechanism action ivig implication thereof discus update,Hemic and Lymphatic Diseases,2
28157,bone turnover high dose inhale corticosteroid treatment study perform determine effect high dose two inhale corticosteroid beclomethasone dipropionate budesonide biochemical index bone turnover urinary ratio plasma alkaline phosphatase parathyroid hormone twelve healthy male doctor age mean year study week run period eight subject inhale beclomethasone dipropionate microgramsday eight inhale budesonide microgramsday day follow week without treatment treatment beclomethasone dipropionate significant increase ratio increase day fall serum alkaline phosphatase activity fall day significant change budesonide treatment thus high dose inhale beclomethasone dipropionate increase biochemical marker bone resorption reduce serum alkaline phosphatase marker bone mineralisation prospective study asthmatic patient indicate assess long term effect high dose inhale corticosteroid bone mass,Musculoskeletal Diseases,3
15359,behavioral health psychosocial factor risk hiv infection among sexually active homosexual men multicenter aid cohort study examine whether homosexual men engage receptive anal intercourse particularly elevate risk seroconversion also possess specific behavioral health psychosocial vulnerability characteristic potential factor examine heavy drink moderate heavy drug use younger age significantly relate seroconversion variable also associate increase number sexual partner anonymous sex failure use condom,Immunologic Diseases,4
37954,treatment collageninduced arthritis rat monoclonal antibody alphabeta cell antigen receptor monoclonal antibody mab alphabeta cell receptor tcr alphabeta r73 mab completely block induction collageninduced arthritis cia rat mab administer time immunization type collagen administer cia begin progression arthritis suppress significantly r73 mab treatment preventive suppressive effect r73 mab cia associate depletion peripheral blood cell result indicate cell play role progression exist cia well induction,Musculoskeletal Diseases,0
